913 2464
247 826 97
734 454 672
751 328 682
150 419 325
725 398 175
436 196 947
322 605 8
628 524 907
409 75 59
708 314 327
718 555 974
768 546 618
607 20 541
780 777 864
627 774 837
545 720 293
894 837 781
98 99 821
307 666 944
530 297 75
224 813 752
259 352 233
428 83 734
155 436 230
41 123 654
889 511 780
111 453 849
362 279 604
474 478 600
631 485 645
737 202 25
186 220 297
372 218 866
16 913 506
25 200 867
494 196 538
769 784 706
533 544 293
221 131 467
765 180 510
289 35 514
306 712 6
118 644 397
718 839 272
819 307 530
873 581 196
491 677 397
371 134 395
745 757 1
755 834 43
41 525 170
515 495 425
595 457 803
512 42 290
654 846 113
86 7 748
288 839 819
174 687 792
114 712 879
271 584 829
280 245 363
645 376 632
707 341 878
199 591 3
481 480 291
409 141 333
185 607 999
106 262 220
407 800 166
594 308 143
766 857 499
126 398 257
157 240 182
351 500 86
457 140 229
120 811 579
525 76 596
365 194 378
912 622 821
263 62 886
64 297 7
355 104 838
55 789 205
330 263 321
521 777 710
874 15 471
837 272 136
484 354 941
726 663 570
438 621 859
48 781 640
729 334 423
816 746 155
72 226 33
600 588 497
271 399 123
349 832 14
892 65 480
655 679 925
673 152 184
205 66 268
385 142 730
533 86 435
860 182 183
474 837 198
712 469 13
312 595 749
83 348 783
440 484 578
52 770 61
52 67 649
850 621 655
909 872 731
351 113 417
419 56 536
265 777 245
270 483 122
150 143 117
599 25 125
556 390 604
457 739 691
206 553 338
254 44 681
119 159 747
372 687 80
821 16 502
833 492 227
819 241 956
843 499 916
717 406 997
187 537 611
710 201 840
716 480 388
