9895 29698
5364 5700 172
78 6399 -525
3818 7476 380
7493 8022 -30
2987 6032 -899
954 4634 556
8874 5289 -229
405 3927 -228
9373 1874 -28
1951 5912 99
2645 8750 -555
5345 1239 582
6736 570 783
7880 6484 -471
6345 4011 -851
6162 3218 -556
2623 3949 -742
8345 2660 893
9479 3591 164
8079 3904 820
1725 5132 -939
3837 370 450
1730 8936 329
730 6799 -544
6793 1038 121
902 3179 41
5354 8406 -167
4963 5263 -544
9540 8551 -112
7036 9133 -816
2875 2528 -689
4539 4497 425
6488 8795 943
7945 4967 844
7851 3950 256
8354 8886 100
914 1107 966
7074 8182 -441
2177 8315 849
2917 4060 -538
8391 7206 -327
9179 6062 719
6080 7752 721
6136 5110 -14
7359 8253 -181
7021 7798 843
4054 2853 760
5780 1755 -614
3404 9453 615
4394 9895 -747
458 4026 -342
5537 6637 266
1464 6468 -348
475 3335 928
7983 9511 -998
3554 1240 -201
7499 553 289
3779 5467 392
1918 584 -255
7382 6922 742
7040 924 763
7737 4878 485
8555 9446 180
8072 8337 326
5883 9384 75
2395 5064 423
9212 1314 -72
2508 7412 888
2996 1509 210
9584 166 -200
3143 7675 868
8323 7144 -544
3056 2755 -323
5323 5573 -393
9319 6730 705
7834 8543 -642
8943 1807 -675
8958 8125 386
646 9617 -862
3157 8620 469
3495 8059 -105
8376 8994 -273
9154 2189 90
937 4999 -926
6476 261 -938
2287 9130 797
5006 6843 178
2815 772 -170
3817 143 -26
7015 305 337
3644 2549 611
5429 5060 -299
4485 2115 783
429 471 666
4968 4836 575
5628 2444 293
5124 1618 -189
7059 2863 -531
1742 3350 888
1314 6257 -704
5732 9784 935
8469 2263 -81
5206 5140 -287
2929 9594 756
6936 3689 -950
7570 311 -553
3391 8653 800
5125 638 717
9409 6323 687
4651 200 -769
856 1545 -210
4908 6434 -695
4734 1867 51
4788 6986 806
3545 2610 -643
7863 547 236
7213 1899 -712
4099 5709 389
2633 3930 -372
9292 6753 532
7542 2361 973
3247 5958 -305
4388 3529 -25
2299 2520 -683
6486 9404 -794
3880 2366 537
6456 4479 -804
6993 436 443
9369 2357 -39
4908 510 -336
3061 2851 -135
902 5917 503
1246 7973 -709
7551 3147 531
1427 8498 33
7146 7584 127
1041 3687 13
5205 842 14
3409 9370 -66
479 5088 -872
5800 761 -967
5842 6801 518
5992 603 636
6012 4639 558
6423 3407 761
3561 2849 -152
2446 6668 750
4882 779 110
5518 8542 778
2748 5074 -938
5800 3053 -377
4494 3978 -370
1670 1041 310
8589 3608 18
713 6937 -249
2616 4620 -244
9060 5048 -776
3620 7722 -24
7294 3987 -924
6755 1738 -376
9298 4011 797
8367 6789 295
145 2786 894
315 4181 -721
1160 8662 422
3193 3097 -440
1202 9085 125
5551 9130 618
809 3687 -237
9666 3238 -402
4114 3567 -838
5459 60 -141
2954 5617 -233
3817 7818 -976
2776 2940 -215
7841 1873 -263
2538 7051 -110
4587 335 -698
7492 1505 -950
5179 588 -769
8889 338 -263
8906 3491 840
4195 5042 868
2316 4614 -188
2658 6456 196
7638 2987 808
8606 2870 988
6392 5327 -757
8 8489 -72
3579 7100 -729
2950 678 -369
3243 4750 -946
9569 6776 486
8142 5411 -638
4248 6420 -58
3009 7376 162
689 7830 318
5943 7875 602
4373 7409 976
9564 1767 235
7577 2800 -26
5496 6037 -611
9350 1968 880
7858 6816 -953
2841 939 118
6104 6109 -253
3388 6471 81
2493 961 369
9826 2671 874
6604 396 287
5218 1911 -257
2148 5367 887
5322 5408 -359
733 7418 -219
1622 7285 168
1742 7755 876
5699 1853 -603
5667 8577 -406
316 508 95
3634 4970 -515
6070 7316 -511
2878 1442 -356
2874 4237 627
4885 9067 -404
8790 6506 225
1205 7275 359
1139 9598 989
8049 3705 -535
2529 843 -121
2866 41 121
9576 2395 331
2060 1896 -567
6988 4292 447
4294 2219 -615
7463 594 375
2876 5879 367
7132 1931 349
6794 4641 -362
5333 1662 919
8041 8844 -90
4201 5340 -66
1929 9648 -411
51 9335 987
6607 5022 -151
8206 8868 -765
5973 2247 962
7288 7805 -344
4318 4362 58
6262 8545 -228
1604 3041 296
4529 5435 -693
810 3405 419
1045 4607 -752
1899 7694 -514
4638 8664 -970
8501 4392 -991
1312 6537 679
5071 3669 -431
7972 9086 242
8686 8883 962
1134 7355 -586
4061 538 -84
1241 9347 578
2710 7142 -834
7890 2947 771
3153 1989 299
578 2303 -643
3679 4179 727
4013 6300 71
3264 2403 -148
3972 8559 4
1559 5720 316
5034 9069 -361
4945 2973 311
6831 3152 136
5793 6899 988
9236 5968 -637
3910 1595 908
7865 8671 -566
6708 4407 708
1138 7963 -630
4307 5506 -828
3677 9082 -352
1215 9331 366
3855 5487 -629
2762 6789 -875
5379 4498 -297
9280 117 -705
3419 2661 -199
848 1339 -821
637 2293 401
2763 4038 333
2917 6077 -44
5645 8892 -74
4018 6650 -497
8011 2705 221
4845 9517 -487
2162 9253 -248
4119 1173 907
7328 5442 861
1823 354 390
9244 3636 127
9169 9285 874
7417 6187 397
7781 619 90
7094 4712 921
3301 2065 -584
5371 4189 -812
1825 2552 -153
1851 2138 -100
2731 5678 -772
4248 8012 845
2808 9626 228
8558 5693 -704
5837 3285 352
4779 7818 -100
3137 2781 -673
4464 6238 100
5549 3130 -4
504 52 892
5748 8554 -208
1943 6517 -601
6582 8847 579
6570 996 110
5300 5652 395
8412 7559 420
840 9693 895
9723 1531 -80
2151 8587 385
6850 8694 405
6437 9880 350
8558 9184 802
326 2854 481
8913 4227 627
6440 4502 985
2029 4298 -473
7837 4774 469
6467 8673 -924
442 7652 579
3426 1999 -582
7178 3273 -320
3994 2484 871
8645 91 -414
3572 4422 918
2641 5288 407
31 9831 -446
2768 9741 -939
9637 5820 613
9726 2649 -726
831 2782 895
5166 1245 -241
6523 4685 -889
1631 4849 490
8924 4375 123
6956 3942 918
3339 319 738
8268 4309 260
106 4903 405
416 4016 -470
4417 7139 908
6885 5636 386
7492 4465 -418
4332 3525 -313
712 3087 837
6339 5804 862
3121 9259 -243
9624 1115 138
9796 3420 -608
8021 8288 499
636 3687 -282
3153 8215 -770
6044 7428 821
8902 8966 -453
4403 2452 684
2954 5142 848
795 5608 -469
9027 6040 -782
1000 8287 849
7901 2273 36
3973 3753 -318
1109 5688 127
9460 4782 -286
3154 2344 -527
603 5543 -286
9513 8963 287
9405 5691 -805
3333 2472 -390
3267 6820 -35
664 3258 -391
315 5141 164
2324 5364 -351
3116 379 -130
8472 9427 994
1718 3212 -514
8542 5054 151
8102 7299 933
3764 9771 -660
8696 8731 -796
3209 1393 -862
6056 9068 -205
3547 1625 -592
7566 860 -405
1204 4851 763
6104 8838 107
2925 6417 657
2238 6450 -651
1827 7369 -497
1708 9117 198
2421 8614 -483
1238 4782 855
1112 5932 -558
1562 4022 462
242 1515 -391
5195 8764 -417
3766 3885 -695
8275 5856 943
6678 8544 -242
648 9551 -533
3374 1557 -907
8623 8088 -698
5234 9117 403
3534 7106 320
307 863 -135
4110 8729 115
1443 2262 217
6730 7559 -954
2380 3253 173
801 4518 717
866 3609 372
7222 1722 17
5334 525 855
7767 8998 -484
172 156 -705
1444 2368 -739
1362 8605 -51
475 8697 -270
1793 7108 -901
7394 2630 228
864 2970 779
5398 9845 271
5822 2853 -544
8598 5126 998
1216 8718 -624
8085 6956 -374
84 5561 -206
565 3076 314
9652 6709 714
878 4182 396
5787 6671 97
920 1484 144
4834 1359 610
7237 2514 778
1655 5462 -126
6281 5096 -210
8398 6628 -548
4716 4213 -810
7331 1787 -351
4776 2981 386
5451 5306 -715
5239 1295 -359
9273 955 88
7171 3863 430
4860 9508 363
7117 979 -172
5636 1027 -512
3107 3459 483
6279 8047 902
7179 6762 995
1645 211 330
9670 989 798
6987 4720 401
8407 793 -720
3936 2763 -653
2101 8178 66
826 4527 -685
6290 3854 421
3637 2196 -365
9078 4630 660
9005 4768 291
9412 7084 -740
1831 2965 402
1774 9176 469
2551 569 -215
3242 3343 489
3881 5722 -41
2422 2930 -558
4602 9384 355
884 2359 -50
3046 1110 -654
1445 2408 -972
9361 6538 -581
7948 771 -292
8391 2691 -248
4058 9766 540
452 5335 -109
2815 1223 -743
338 1873 -249
9069 7639 1000
2166 2942 -320
7926 6932 745
4411 2234 -487
9316 1977 -67
5779 4479 -634
6534 1612 -656
4569 2404 -508
170 4289 -408
3931 6253 -587
1898 4788 236
890 3912 -368
5169 2868 41
8591 6587 295
503 1447 97
8157 3842 -422
2728 1354 -638
3521 6687 80
4735 4962 71
7725 3592 -32
53 9573 -237
2173 5133 -56
5975 1220 518
9300 7068 434
6074 6623 -655
8217 8904 754
6883 1167 -545
9174 6817 115
3989 6400 248
3620 1495 72
5033 1485 -398
2332 6157 445
9461 9448 42
6313 3219 947
4870 6213 -451
329 8326 -62
6140 8875 -38
8188 809 -576
2626 3841 380
9646 7617 -373
5105 5255 -729
2107 5250 -525
5189 198 179
5925 8465 -607
7082 5849 -562
9027 1907 -650
7448 1706 515
2399 57 -886
1132 6399 -115
3654 6980 973
6913 1086 -86
2621 3848 234
2402 1429 -173
8995 8680 -497
6349 1828 -901
1980 5796 -251
4402 105 -377
2395 917 563
3560 5349 976
7898 1637 85
4585 64 78
447 2507 -155
9270 6211 277
190 2771 -176
2600 2314 -217
3344 8803 -465
4440 9315 -679
8198 7980 181
2161 600 350
6054 5313 -677
3212 6235 18
3103 6820 -279
7085 5290 906
4951 3570 946
810 9732 656
2917 514 -67
9694 6991 322
3268 9329 305
7155 4742 -438
7951 4208 924
8566 3714 120
4743 1288 175
170 9139 -789
1735 1705 -473
3996 6378 -722
7074 1262 -570
9027 2656 672
1038 7523 -637
5816 7833 688
9328 2730 846
8435 6874 786
6848 599 5
249 3936 -949
5779 6407 -490
4911 785 589
5267 3900 223
529 9579 559
5922 6432 17
8538 9632 888
3523 9202 -362
5880 7466 388
3914 6326 701
5028 9566 228
6565 1433 -797
7537 7994 28
5907 9838 324
6337 8226 681
4589 841 -614
2929 721 -254
9246 1473 693
4955 4415 -999
8959 587 -418
2662 6368 392
6318 1017 360
485 5480 -2
1077 2074 139
5327 6286 -238
1407 3424 -622
1861 7856 -110
5192 7113 602
6204 1726 680
1356 1093 -634
1418 6345 587
9388 3425 -560
3982 7315 435
4744 9345 554
4296 8248 -650
4641 6290 -317
1896 6330 173
9310 3357 -775
9816 5171 -108
470 5313 574
8313 1937 -429
950 8340 708
8171 5600 -312
3802 3413 808
5862 7498 -194
5918 5423 -797
1883 2114 -504
4746 6034 -656
4615 4727 593
6838 8794 873
5590 8096 -291
7548 4969 -337
3889 4563 983
9666 1684 816
3450 710 -577
18 2520 259
3467 1529 -949
7625 4453 -180
4074 3838 -928
6446 6022 -328
1701 8977 -53
77 7192 638
715 2260 -697
8154 116 257
1520 8422 -966
2776 8530 733
5162 4312 576
5453 9033 177
8323 6253 501
5999 9822 543
6173 5024 -796
7846 2872 537
7442 3339 -403
6496 8685 126
7260 8358 117
3512 5870 903
5222 7771 -456
6565 2938 -25
6313 3021 -156
8839 2429 -209
6338 4040 603
9310 2698 795
4223 5849 337
7961 4051 999
3304 1743 -909
8498 4109 937
5702 3717 -535
5077 3168 -599
5912 2422 -283
4068 3398 -650
7912 6185 806
1595 2130 -657
7482 2406 -273
8533 6179 728
4159 915 -814
6056 8928 165
9487 8023 169
1659 3295 83
533 2160 -981
442 6320 -64
7615 1330 -676
5221 6482 -522
3569 5002 -382
4320 5176 -977
9812 8429 852
4673 5615 -375
1057 9378 103
3419 5406 -976
7578 6411 -935
9587 8106 100
8642 6367 -547
8466 9404 698
158 6130 46
3333 5807 253
3204 84 344
6742 9208 93
480 1080 295
393 1486 -281
8910 466 641
9425 3023 -526
2652 6448 738
75 7576 163
6907 8923 -352
1299 2767 448
2101 2672 -563
462 1168 -879
4799 4108 -601
6832 6258 -299
8101 9334 865
5356 1541 749
1912 9097 -941
1353 2642 -892
3890 9509 610
2539 2450 933
3550 1017 951
1118 2978 411
7996 1565 46
7896 5731 -752
6590 5864 985
776 973 -270
7045 7556 558
7645 6080 854
3333 6670 663
8759 1407 -298
8515 7007 -110
4341 1417 -595
5444 5001 -965
6433 1553 -861
2935 5487 617
1743 6112 -654
739 7306 62
7260 8006 -101
1184 6850 181
9407 8046 -350
6283 9284 443
1825 3918 456
1159 5087 955
5315 5896 -835
8154 4683 351
5720 4096 -328
7576 2122 -457
7374 9861 -251
3680 7736 21
5766 5897 -755
8187 2921 731
1845 3042 -179
4197 4108 -694
7358 8229 381
4723 8518 -200
7134 2288 -396
5333 3063 -189
5455 3072 -343
1589 3232 678
7981 7698 -798
2452 2517 725
1718 6113 169
7007 9879 967
4375 9418 -284
7849 1306 -682
1882 2411 78
5200 8070 -419
515 9532 -918
7207 6741 229
7381 7275 -674
8933 2520 781
6207 7647 -493
4652 4539 422
4534 6967 -607
5852 12 -145
1377 9142 -55
7150 6418 12
8116 231 628
9421 6404 830
718 5020 93
3875 908 486
9635 815 668
6176 7565 -615
6569 5816 838
4909 8184 7
3140 8224 55
8028 1186 -554
8027 4969 684
5854 7436 517
3102 4452 819
5720 5324 -215
713 6263 -900
7425 6700 -978
2778 8804 -386
5373 8807 -964
9786 3162 658
8505 912 -571
3611 1740 481
2912 8367 978
6408 6224 -302
3390 2405 -342
6596 4446 -888
6488 1885 -444
3679 4678 889
3170 3863 -101
800 9717 20
209 1220 -482
7238 7580 -583
8444 7885 -990
9352 5045 -788
5190 2850 189
2971 3496 495
9431 5047 -707
3766 6109 -590
2147 3838 -107
4977 4825 -767
6252 7593 360
2877 8448 -633
7778 8013 13
7146 6523 878
1724 5636 854
899 6185 -731
1482 2102 -184
2554 8829 -925
9067 1851 242
1121 6940 -525
5303 6954 639
3354 861 -138
8878 7907 776
9733 2836 -451
6793 5021 278
2843 7818 -89
8888 9595 -122
7109 7107 928
5389 15 -997
986 1510 718
7036 4583 -901
5241 1341 661
8446 6027 650
4249 4163 666
8409 7447 -470
1190 5112 631
2136 8661 809
3585 858 805
6303 7169 784
8455 7221 669
1094 5779 894
5688 5593 995
4648 9115 -348
2825 1829 -90
7793 7783 -646
5021 5553 -390
7021 4072 58
6272 8903 -755
7911 8499 806
733 8451 146
8611 7870 303
4335 3074 -544
4781 6910 -437
8265 8660 -808
2094 5929 294
3705 5716 -248
5565 8375 -915
2291 1638 912
6370 8246 211
7917 4539 -360
6972 8999 24
8035 361 502
8078 2421 994
3977 5515 871
7192 5727 36
904 3437 -915
6059 8637 171
8279 2267 125
774 9695 384
6985 7051 -704
2275 4478 178
4665 7789 716
1671 8784 468
4994 3246 -144
3707 3907 -323
1227 359 -175
8232 3341 184
5220 2372 -433
2945 887 666
5033 731 -532
3322 3633 -922
7664 1000 254
8623 5937 951
8018 3758 436
7047 814 -521
5257 4785 -701
5525 1187 918
7069 1635 764
7414 2703 94
6702 4182 -574
6498 5206 947
7846 7850 -473
308 6775 -402
6057 2557 -316
6160 3494 771
5986 7916 -311
834 2831 828
859 4322 -25
8131 8758 -551
450 2181 -338
1668 893 -69
7891 31 220
7831 551 -597
4434 6602 -428
3306 7758 436
4029 166 608
6574 667 615
7479 199 192
2946 5701 -789
7244 7533 -69
7974 7844 -112
8843 1593 -115
3302 9883 -864
8149 6761 679
354 1402 -846
5017 4035 -16
3050 3299 18
9893 270 69
5152 5247 -209
9690 8780 -516
1561 9630 -969
1888 9198 96
1459 4439 -887
1670 3442 870
1175 4879 967
370 7809 330
525 5487 -961
539 3717 495
2884 3603 -391
4177 7012 -378
6665 286 -66
3941 4313 205
5166 1113 -727
8005 7596 59
8280 3328 -997
7415 487 -331
1446 1797 -300
4667 5298 -995
6477 3858 -319
305 5727 965
1498 7478 -878
2797 9501 -421
7680 7464 23
3027 4804 -618
8521 7829 -665
1784 2875 315
4521 7058 24
870 4754 264
8560 7368 626
5471 4336 500
2798 7721 653
7871 2131 571
1747 6743 -623
9434 5077 -125
8751 8473 339
9112 1852 164
3227 5885 -155
4426 2036 -42
5343 4506 -60
2028 6706 -210
8444 1524 913
6743 5174 775
5061 8844 216
7922 5194 308
6335 2920 282
1649 7443 586
4561 4775 94
4608 7897 799
7350 3182 -201
9400 3780 929
2118 904 552
4414 5367 -620
8002 6597 -18
4875 1330 876
9186 6939 508
1068 4751 -812
8939 6969 153
5944 4244 -534
7772 6434 125
3214 1894 626
7361 3063 470
8357 6137 -499
4704 862 834
6390 50 217
563 892 130
7981 9299 298
37 1076 -616
6849 8992 -754
9618 1251 -437
986 3727 -538
8337 8051 738
2143 9160 -497
4739 753 -75
2346 4832 301
667 9164 336
1818 8490 -524
6685 3871 -551
1057 7691 -25
560 3510 -734
765 4539 977
437 944 -527
5072 939 424
2951 1603 572
4870 2965 -671
1567 2976 489
4022 7584 -446
8055 1176 342
6244 3145 326
2429 4269 -91
6447 8084 -615
2059 1677 -124
5459 6524 338
1461 6050 407
3410 1750 -58
8420 2622 642
1431 4570 276
7815 89 51
1358 5381 -790
1489 8380 -905
8804 9315 222
7772 246 -757
1671 2328 -115
6529 3190 879
2252 8682 -705
331 8462 -149
3047 4492 -476
4223 897 -296
3997 7772 -855
7290 4954 -172
9455 6913 -386
5550 5389 -407
9860 7877 -639
6450 7863 638
4581 9105 -955
3890 8732 -348
3206 2623 376
9529 3605 442
4221 2212 -172
5278 922 15
8150 3926 150
9774 2630 156
6167 6530 119
7859 7197 730
4577 2500 -607
8269 6014 427
8454 5721 -187
265 8582 -822
8791 610 610
726 1509 903
7679 2694 -108
8325 4960 802
9522 3683 -794
9761 1001 -247
9359 2241 -658
538 318 -813
1119 7736 -674
6786 3968 209
5870 1606 -679
6971 4288 438
8095 5374 853
225 7653 576
5029 2145 288
3024 2715 -715
4573 3186 82
7449 315 196
9530 7736 759
2954 2115 -833
3146 8133 496
2374 1046 387
8706 3167 -163
1633 3428 821
1645 9580 -191
6042 7753 94
9263 1208 552
794 853 -667
9454 3358 -779
3348 4024 186
3994 1528 -640
1090 3489 -937
239 5361 193
3639 7151 -280
5468 243 873
5499 8112 -297
1426 6260 -305
6156 6078 -363
873 7657 178
399 6351 312
5518 1200 -502
4171 6640 318
7034 1753 602
8745 3680 297
8269 5944 916
2811 4982 350
2861 4612 -555
2385 7195 908
640 7633 -649
8841 5497 116
9269 1426 -128
4145 1175 -266
532 6304 -109
516 3665 647
4675 3364 270
6083 700 -892
3032 6970 596
2155 5298 664
5253 8207 926
6565 6868 381
3945 115 745
2704 9689 984
168 1428 456
6098 5413 -598
5233 9576 474
3585 9585 225
7652 8060 -325
8649 6281 -202
4098 5508 335
1060 8125 278
7634 9884 884
3191 4946 -46
9421 4587 457
4024 7988 155
7515 4389 -506
1691 9289 -614
3947 7261 244
5779 510 -112
3236 3663 447
1972 5 -452
3768 9530 83
4273 2192 876
2172 7386 232
9321 8665 -336
5504 9404 331
6331 7921 958
4203 9874 50
7885 6646 725
8900 8335 150
2240 9678 -664
6554 119 -76
7664 1275 -855
8636 608 -261
7105 4596 530
9872 7195 -899
2678 7742 503
6345 7893 -674
3755 5332 -514
6034 30 718
2072 9884 -913
681 8052 621
7624 3233 -955
7891 9623 921
7968 6658 -246
1059 7714 360
3055 3075 -411
5067 427 -922
2452 2927 510
7424 8351 640
9255 4748 -649
747 4994 -644
3289 9430 944
5979 8537 -203
7106 6615 679
6637 2212 -290
5456 3470 508
1190 3078 -229
4720 8892 20
4156 5343 10
2475 123 312
6941 9119 -481
475 2372 658
5392 6962 -546
714 4530 -474
4564 5627 52
9826 9692 688
4847 8596 388
7677 6716 441
4427 9076 366
9226 5568 844
3219 253 43
6736 3810 222
633 6636 -428
6388 9436 -514
1123 6990 -66
1808 4556 416
9444 3807 766
6776 5366 -420
9646 5721 90
5402 5864 -653
9549 9135 -1
3691 3287 841
9513 3570 -992
7629 4575 -751
5698 3393 722
8311 9317 -351
7045 1758 149
9856 3862 886
8350 7288 944
10 7624 -390
5795 6317 778
5181 3687 -783
1341 3801 488
7054 4568 197
9712 7150 340
4108 5194 488
5752 9227 -674
2820 4559 650
4362 7426 -19
538 567 -690
5490 4468 -746
7542 3589 -856
5469 1952 926
4185 9640 -819
5980 1008 590
7247 4223 931
3044 9035 -205
1210 1840 -910
2619 8638 216
6619 93 271
6535 6884 651
3276 2450 -875
6710 1176 375
5576 6487 -46
2877 6909 -817
8188 6749 517
547 9317 802
9586 7679 776
8626 5354 -52
442 6856 -901
6829 1023 -77
5623 8890 -65
3210 4017 661
4950 2249 99
719 5284 -360
9443 4042 945
5192 260 -623
396 9306 -203
2920 6527 -698
7176 6223 -543
4044 5105 -511
5896 6084 442
9827 3613 -100
8155 4364 513
2730 2968 775
2086 1883 566
1089 3119 289
5112 4845 -682
2441 597 852
2349 4383 -736
5331 3817 906
5434 4122 -832
6359 4659 -365
4025 4192 615
4080 6906 -597
6311 1684 -771
8946 4195 650
351 9297 167
1974 6291 547
6169 5592 -920
8721 4697 193
9728 5880 -400
3472 6212 -267
4793 9642 -286
2968 4707 963
2854 1423 178
7924 6185 949
2263 8810 869
9115 1077 -511
4521 8335 -470
2103 5372 148
5797 7405 -105
1908 6167 449
4067 3587 -297
8714 4098 235
6380 3258 764
4543 1925 396
4088 3859 8
1338 3314 578
4218 5682 321
3750 2817 -240
7348 3652 391
1195 1193 818
2948 2084 -29
1844 7078 0
297 5067 934
5711 7530 -296
4573 2689 959
7448 67 432
5057 8595 -295
5902 179 556
9837 3500 51
9564 2794 603
5577 9760 744
8677 4316 -254
9753 643 -47
2609 1542 325
5676 9125 439
8568 1196 493
5836 5267 595
2307 1177 -623
4924 2318 -987
9776 2143 -226
739 3513 129
9597 728 -588
847 1368 66
3643 1323 -30
4278 1504 243
4291 8363 34
788 3717 -558
208 706 -713
8015 7527 619
6284 8032 -835
9209 7721 -676
2801 5799 -572
1349 2315 -371
3875 7813 -110
2730 1511 818
5045 5669 -673
5099 1017 462
4619 9238 -591
6433 879 458
8689 2876 -687
8166 103 224
1226 192 845
5684 9561 865
8410 32 -530
2291 5297 532
1804 6706 -85
9116 1986 -574
9792 748 889
7861 23 -967
9410 3051 -736
6022 6802 425
4795 5332 805
8049 3982 -831
6549 3778 -888
6138 7290 68
9419 6456 -202
152 1076 833
933 8480 225
9613 5440 -816
1139 5707 140
4940 9206 -506
4594 7398 252
8783 2122 -471
4804 5269 707
4763 347 448
8061 5858 986
82 8528 -618
1638 6756 -817
4597 2819 877
1901 8006 -596
4820 4844 -500
8041 8513 -881
6109 5176 -601
1356 430 -86
9815 430 -240
6731 8957 -278
4978 8484 846
4448 2307 -458
1346 737 -131
4854 5719 -291
3462 8459 27
3628 4072 170
2567 4945 -741
8228 6633 -853
5367 8209 632
7620 1954 446
6566 8709 -379
4467 7240 -606
7042 3018 571
8743 4029 316
9288 2658 96
4783 6614 726
3498 3550 -595
3551 7231 -978
7807 1335 -913
2523 1 973
9017 5100 343
414 531 16
5224 2244 308
7132 2640 24
2861 2627 947
315 3524 520
7558 3070 472
1724 272 -622
6392 3615 137
8780 899 -780
2288 9084 325
4507 2912 -488
2848 290 -859
9377 3722 -714
9601 8677 292
524 2439 -698
6240 3863 724
2541 1205 -76
1403 7369 754
1625 2982 774
3092 4526 586
4332 3644 -283
81 6385 895
493 2491 88
2917 1070 842
8792 9334 891
4043 6052 271
9736 6707 392
199 9846 466
1959 5659 693
4018 1658 196
3859 6387 559
1824 2859 334
398 2613 -985
7895 3690 784
2588 4027 516
7120 5371 -793
7154 5020 590
3009 5610 550
2940 1077 -833
6734 6777 -177
3171 1682 504
1675 9776 726
8419 8887 -706
7919 4583 819
8245 4762 85
1766 2765 984
8989 715 134
3382 1632 -218
1895 353 530
7403 5466 704
3117 7869 -79
9406 1922 -894
1946 8250 -514
7790 9550 567
8504 8813 494
4361 5436 855
7393 5241 737
4550 2577 615
4168 417 395
5760 8479 -737
9322 3747 259
624 5725 65
1823 8009 -536
2579 5767 -349
3733 908 -73
9515 1972 92
2194 7582 -804
3943 4173 -255
5506 42 483
2392 8373 -269
3865 278 -597
2897 7100 386
3584 9640 618
7534 5401 -902
3589 7986 47
2235 4094 -620
5425 9012 347
2050 4595 -44
1755 9726 -983
151 1330 188
2678 9277 -118
59 5042 -183
9092 9169 -721
8820 4526 -304
5238 787 308
2685 4611 -216
105 4224 648
8372 9892 603
8236 969 -113
1354 6741 -862
4796 5269 -803
4948 2803 -402
6658 6571 -501
7252 5733 -802
3135 4715 817
6448 3665 -297
5822 2562 845
1633 7474 -945
5322 8636 986
2636 5724 -684
3902 8009 -928
7145 6370 -186
8702 5430 -776
5051 3687 -723
3334 8144 -221
1267 6321 -777
3529 135 -872
1024 1359 -700
1464 9437 -549
704 8137 396
8373 2447 -42
2923 4119 -753
5306 3116 -567
8740 5903 6
2062 8415 -177
3954 1931 -398
4942 3290 604
8754 9611 983
5436 5457 -779
4483 2985 -288
8542 4633 420
363 2339 901
2252 1736 -808
3760 6114 943
6098 6902 -601
373 7771 510
3334 3880 763
7464 4205 897
5311 441 981
7131 2212 -305
8365 6048 303
4034 354 400
4085 2558 -50
6953 9498 -941
2411 8681 -301
8840 7262 331
333 599 275
5774 89 -124
4651 9499 -9
1418 7503 565
8483 2959 380
6984 814 392
5217 5094 -849
1732 5146 101
2259 9614 220
3170 6700 864
204 1752 -660
2815 5377 -633
5788 9030 -606
3356 618 159
5662 2451 469
3210 4558 -613
562 5772 218
1986 1880 568
7217 454 -125
5231 2613 -484
9710 4149 -405
7291 3742 340
9423 2732 608
9577 7421 -810
7931 8471 427
4967 500 -678
340 5371 972
1621 3288 574
7984 6016 864
2837 292 871
1390 921 110
7419 2600 779
9713 5866 864
4590 3959 302
4794 8621 177
373 5458 -67
5910 8920 -376
6957 8987 777
972 8510 -637
6079 6547 578
7716 7928 -839
4796 9886 536
7271 7695 -111
7430 4277 -704
4186 588 -29
7300 6095 583
7702 8420 47
5662 2379 -442
1048 9885 991
3325 6958 352
2453 6903 97
976 8245 287
4362 5313 622
213 5842 -938
9200 768 -773
4498 3134 841
5433 7741 704
1473 4629 503
2291 2477 -691
8596 3127 -86
2052 4137 538
2920 9164 251
4892 9568 -312
1561 9174 -181
7305 9671 -648
3328 6442 337
5954 8816 803
5926 337 443
5041 1496 -359
5196 3363 -397
297 3453 991
1448 4629 -85
7074 3740 656
5281 8978 -262
2527 8624 -44
19 8409 -293
7920 6715 -269
1819 6678 712
1582 4310 168
8498 4355 -149
111 9023 -521
7046 8317 -416
9524 900 -945
5566 8480 861
7347 223 103
7472 8731 -556
5929 5749 616
8114 2568 -697
5131 5088 -657
542 1671 -334
243 6180 422
7940 4453 -384
8970 6255 -755
5000 9307 809
9857 3349 -811
3949 2756 998
5977 9191 816
2501 99 -455
6145 963 460
6159 8550 -910
3068 6011 396
2766 6813 -287
9559 6483 -853
6546 7476 -192
5951 3437 667
1699 5221 -672
252 6760 716
1331 1313 -85
4457 8349 -657
9515 2049 -178
6674 3668 974
6555 6374 -609
4047 2618 -671
8500 8576 138
7136 3991 -290
2546 5478 -682
7926 6194 122
1249 1699 -201
5877 836 -794
5489 3484 -758
8763 9035 347
8403 9808 582
717 5335 162
6029 4855 961
5787 6160 -180
7954 3385 283
238 7829 -285
4551 874 542
7411 3560 894
5808 593 293
9516 5298 -202
4999 7912 137
3197 9492 153
1742 9719 -560
4362 73 849
8308 1868 130
200 7927 469
6683 4623 814
2363 1476 238
7101 9212 -687
2493 8459 306
400 5296 408
3058 9654 -414
4759 7722 643
2424 9618 45
5338 2843 -311
7510 1026 -563
2374 8030 -670
9729 2608 386
820 144 73
8693 6021 383
6966 6242 -565
8941 1359 -418
3328 6104 -583
3000 3671 -371
3103 5407 512
6208 7591 -50
8712 1288 -871
3902 4712 741
8946 3083 -233
2866 3781 -964
2853 4722 -593
9327 4363 -910
6068 6365 -331
7928 5194 -366
9405 6582 -949
