20
908 828
770 411 250
582 681 686
608 69 -922
425 450 352
746 34 -252
639 404 885
103 398 -696
59 118 -209
543 82 -466
300 270 -82
707 395 948
314 6 -481
178 282 -796
540 800 -50
179 572 -512
122 173 -775
627 400 -15
635 607 -728
411 186 582
760 59 -591
182 433 -93
665 342 -918
570 164 276
1 647 -710
244 552 -410
713 88 184
164 300 0
623 457 -475
100 388 -22
105 695 -247
645 688 670
259 106 -199
683 614 472
702 486 -973
400 371 232
780 580 -409
788 436 -56
428 728 -451
58 485 -995
544 353 -379
138 505 -950
193 110 -764
453 700 381
123 652 106
488 189 -535
811 494 -950
712 398 430
745 69 788
57 638 -609
155 735 222
493 166 959
719 610 -616
268 761 -527
17 560 -375
676 436 -434
274 673 712
192 341 553
346 38 383
160 302 -366
89 612 -518
229 347 -872
134 733 844
312 491 -885
301 587 139
333 113 -830
298 708 -987
795 439 662
676 81 -922
414 40 233
574 566 946
635 413 -343
568 601 784
250 182 -753
422 343 -222
792 118 -126
431 749 845
371 579 -199
441 611 820
329 410 -271
591 135 -922
364 428 186
195 507 196
405 70 -258
650 474 -61
127 635 -695
367 292 -814
325 730 -197
767 344 2
631 101 589
631 119 474
661 48 -117
571 418 -930
538 117 569
347 574 -369
431 448 881
553 247 -147
690 417 776
363 778 -471
44 563 924
361 543 -4
107 740 -928
468 227 629
779 689 269
542 125 -707
763 650 -924
782 543 225
269 781 -421
233 186 -618
102 724 184
364 63 -525
411 326 838
741 180 -83
605 209 -204
447 801 156
156 516 777
780 101 -3
201 676 -630
384 86 -393
284 585 -251
466 722 75
408 170 -995
753 305 -944
188 488 -204
542 649 -444
6 31 656
744 597 -734
332 676 249
289 419 -662
266 730 112
623 337 698
189 720 553
623 637 75
304 518 -287
694 127 798
262 46 -629
306 436 -684
98 225 791
453 321 485
296 196 479
552 633 119
685 564 -939
101 698 -472
258 607 130
667 390 -740
748 89 371
210 169 -854
695 6 -270
178 529 -851
394 792 -369
201 791 544
622 300 -269
38 671 -674
220 22 -154
328 644 698
409 627 -1000
165 595 -179
134 235 -267
385 489 -597
436 637 -21
128 663 -744
97 753 928
597 804 5
430 648 -196
452 299 146
639 147 -627
128 608 938
467 445 352
343 786 137
467 427 -761
42 140 604
10 443 -442
284 152 587
170 176 998
524 546 -165
303 628 -997
630 613 -596
651 239 811
713 196 -966
289 147 -748
705 318 334
757 813 -72
64 549 -380
49 710 547
302 283 174
409 308 -590
615 786 -356
110 701 -9
67 706 645
525 782 254
726 234 -148
290 695 -108
539 730 917
105 529 -417
542 385 958
778 472 494
327 468 704
443 654 89
131 244 786
595 423 -127
797 406 -374
237 271 111
316 708 -693
391 654 -447
303 438 913
97 223 593
770 171 980
721 184 261
325 279 -283
653 476 19
226 685 788
569 440 279
526 84 -655
368 744 468
633 213 -843
446 52 -774
97 589 203
160 802 -532
551 304 -784
595 441 -82
609 121 52
213 22 -897
384 156 -139
493 339 614
12 615 579
767 271 969
439 754 953
527 60 -44
610 719 987
513 275 -191
536 590 -74
686 376 -391
372 560 60
807 298 -13
447 309 204
451 63 -889
16 65 119
265 685 -133
675 792 -561
163 733 954
170 590 -33
558 615 268
307 86 468
204 382 257
160 13 801
256 136 -989
403 256 -432
415 204 684
368 465 -433
103 484 -858
692 354 -16
282 145 954
380 731 940
208 173 677
132 222 369
24 739 -172
28 162 278
370 83 997
219 58 -251
438 644 136
388 590 933
165 107 570
626 642 35
479 312 3
340 238 -497
454 697 -257
579 204 358
614 189 49
768 314 463
745 13 625
87 696 -553
212 6 -645
535 45 311
235 490 365
751 336 -990
116 618 -320
134 617 -202
423 174 937
800 148 873
80 465 -745
290 656 344
301 539 543
354 678 77
76 615 130
420 288 -736
395 792 -794
276 263 534
785 700 255
757 781 -775
644 306 514
558 627 -371
529 370 -227
697 354 -148
287 814 -597
671 425 743
346 246 688
669 519 259
542 228 224
28 618 -955
461 236 421
410 387 -415
395 256 427
254 542 -13
216 461 -22
796 90 225
282 341 -999
767 788 354
605 2 -746
114 79 613
104 117 552
169 760 -855
610 134 -552
792 223 321
783 337 904
263 423 421
4 468 -29
342 178 292
766 399 -220
679 343 527
601 798 -855
267 589 -556
733 400 4
310 690 21
295 696 708
500 725 -829
603 465 -457
537 765 899
232 145 149
508 171 -260
706 16 268
508 213 -496
792 812 633
266 347 -826
472 162 572
394 198 -645
400 474 906
507 294 329
724 578 880
271 646 161
452 65 -379
428 484 -529
164 20 -997
665 145 -840
23 393 -468
207 183 -908
18 338 -70
670 329 -583
737 413 -56
430 560 -404
702 586 240
288 193 932
809 396 -202
178 382 475
506 672 608
397 676 179
348 757 -622
725 371 914
664 67 -527
550 722 -767
632 443 490
524 212 -206
618 104 711
681 137 262
699 593 993
717 708 711
799 444 570
238 800 79
684 506 635
558 351 979
49 183 412
498 63 -747
300 626 508
475 111 813
808 646 618
152 791 960
758 592 -559
284 242 -602
70 150 -423
677 328 478
271 39 862
380 74 970
7 69 -822
125 28 -209
531 802 823
83 527 -352
383 367 112
18 57 -907
80 767 231
147 717 -845
351 1 85
93 480 -539
465 514 -897
511 735 -809
208 739 -458
522 672 -650
790 703 613
514 6 15
145 173 266
45 721 966
688 306 43
351 533 -925
694 615 -307
562 282 -613
771 282 581
760 42 788
25 624 825
115 727 690
374 162 -391
49 264 616
320 388 -70
426 692 457
125 298 863
762 110 -431
714 221 974
316 731 -787
740 795 494
495 746 1
157 135 417
812 654 -503
562 133 761
532 496 917
478 517 107
319 128 -178
289 430 465
30 554 -272
135 55 -141
600 140 -358
50 66 624
524 568 -11
632 514 -279
525 512 347
548 156 -139
580 603 -729
760 669 668
26 800 779
16 489 780
270 764 -777
88 795 130
612 276 155
112 182 -96
260 189 504
480 521 652
644 597 -742
684 337 -803
176 463 -322
617 612 320
166 104 554
493 541 -653
131 466 -62
658 783 -115
458 23 -432
498 556 495
508 613 -95
702 763 -448
93 61 938
326 438 -71
284 1 -382
201 788 -349
652 784 951
72 49 618
700 94 231
127 652 254
334 678 -408
370 668 -541
212 469 -998
232 673 -544
20 550 -186
382 356 896
584 181 872
432 426 -405
460 316 937
214 711 180
272 230 569
241 611 248
610 238 -198
144 494 -250
548 585 455
240 440 793
309 292 -691
770 258 877
389 388 -350
813 629 46
87 61 -591
434 749 806
813 426 -137
41 265 -701
292 229 -113
659 106 156
814 367 -383
111 678 -803
288 333 362
322 531 900
386 94 -928
665 230 345
561 676 474
751 288 521
529 590 -546
47 587 -132
259 445 -756
247 134 806
781 335 113
497 425 -114
600 747 590
150 111 598
54 3 8
68 711 587
75 174 440
642 764 -51
649 513 731
474 590 607
197 656 -855
83 705 482
274 91 90
636 430 162
578 187 924
400 687 553
415 159 161
279 264 -865
329 34 -212
529 495 -224
658 418 -783
143 189 79
80 533 67
466 119 430
313 582 975
477 567 846
120 363 -179
580 608 102
261 383 669
361 275 663
290 343 675
674 659 728
108 695 -271
235 486 876
188 431 -309
454 418 800
79 640 -872
100 245 787
344 16 421
613 230 337
193 532 -811
403 126 -857
414 177 -763
310 237 632
683 565 -902
384 394 -741
577 427 474
539 369 -640
323 31 552
399 406 -351
165 626 924
491 67 -202
187 541 -15
148 198 273
226 568 818
561 160 -284
349 51 -787
650 371 937
432 373 -664
554 343 821
192 279 -98
711 410 99
658 241 -67
55 736 -54
793 161 993
306 88 145
597 635 -903
531 243 363
787 238 921
195 506 539
552 194 -960
20 473 -649
676 120 -538
640 382 589
762 676 931
459 561 -569
244 166 -85
112 552 416
811 692 -936
595 69 -983
435 429 -640
253 385 -456
383 54 -402
789 124 960
696 316 -480
811 863
322 707 606
216 442 630
61 181 -161
516 439 -32
610 201 287
186 200 -674
351 648 955
570 46 -14
322 491 213
425 333 -542
681 152 -548
335 630 -385
459 81 -381
103 273 -208
58 171 -173
750 392 -313
354 658 -921
468 456 -671
613 560 -496
631 648 66
194 730 846
22 615 789
273 798 -829
194 264 6
65 335 441
504 236 954
535 696 -356
140 457 386
134 29 43
779 789 111
788 556 -146
378 440 -941
291 34 -940
109 655 -539
129 791 -218
94 253 -60
405 445 -581
417 184 -982
37 123 844
761 496 -879
687 684 -332
26 68 830
313 194 997
154 678 -362
516 659 -559
435 754 193
317 775 -163
31 159 -371
668 208 672
336 655 -124
45 739 914
492 14 980
186 223 -661
346 461 -896
167 658 495
480 443 -342
10 67 -215
555 520 -549
354 21 376
266 603 85
98 31 110
454 323 -179
647 468 4
542 640 601
330 208 968
246 311 -503
415 314 -405
340 582 701
215 604 -934
467 314 2
731 181 -440
251 202 804
694 256 -390
418 76 198
612 476 -948
155 245 -841
457 253 910
567 268 977
596 21 -437
701 537 -211
506 552 -284
177 126 644
163 487 -421
802 699 158
795 637 82
156 64 -365
236 747 34
381 19 -58
440 118 -977
536 52 547
90 60 -436
283 579 -470
306 806 -58
315 473 665
457 150 351
476 223 -32
808 281 872
6 360 991
139 376 -516
613 765 154
789 208 -553
510 447 875
63 773 -256
481 445 435
54 79 432
383 199 321
335 37 -374
384 697 -472
136 78 -38
637 394 676
597 259 -666
236 679 -912
703 159 -440
537 61 -960
166 449 -269
167 743 -462
54 798 -410
378 588 -315
621 224 -963
586 597 -552
393 187 73
292 211 846
21 131 -889
437 385 -233
302 58 926
598 402 459
232 53 -296
730 421 -367
210 39 -224
646 762 -464
43 756 42
48 666 700
327 18 805
647 633 -294
657 191 -529
219 520 81
133 12 82
74 7 518
282 506 758
574 710 136
809 515 -131
493 762 493
564 234 977
288 349 861
680 621 625
352 725 887
455 261 910
574 173 -647
513 36 -80
779 507 500
226 754 -457
762 804 688
4 507 -570
246 562 648
275 565 485
604 270 -237
489 38 -163
34 363 -511
105 720 -834
727 758 -663
592 429 -398
280 769 509
293 437 -628
78 187 319
646 637 -190
341 228 355
653 461 -565
163 482 228
312 801 -997
233 777 -656
362 329 -855
577 165 611
746 314 -104
521 563 -994
239 392 -44
248 417 -509
55 231 962
250 166 -483
810 524 256
107 375 513
725 48 -363
91 681 -492
100 71 -257
722 155 255
618 542 711
395 16 -769
612 217 -688
553 397 562
709 768 144
311 192 999
15 10 -572
23 79 -303
348 445 -754
418 2 638
412 190 -334
382 239 162
705 255 -834
360 296 158
639 767 -994
543 56 704
425 390 -504
690 618 -839
585 476 751
700 128 901
76 612 -111
490 434 -959
40 215 -705
715 562 -582
705 479 959
537 351 504
150 468 -587
173 210 -441
364 80 -451
356 629 891
478 158 729
783 447 -882
66 431 409
404 680 -639
143 483 932
737 112 -190
508 211 113
150 181 -324
302 677 799
597 53 342
367 552 754
619 611 -203
114 163 -449
792 284 554
810 19 780
655 599 846
131 336 -979
781 416 -617
58 402 -429
780 39 -979
644 712 552
653 228 654
772 201 -809
401 154 -281
468 350 163
333 252 563
282 424 -155
674 673 913
526 806 14
441 638 472
40 644 641
88 498 197
721 436 -931
159 363 -649
121 742 101
746 600 -203
452 615 -287
197 589 -956
43 373 -159
239 612 418
687 702 797
491 219 386
674 259 374
301 56 174
419 289 -236
243 144 125
795 397 888
179 204 254
728 790 -12
161 150 -514
647 618 181
487 758 961
603 777 -750
590 266 -677
187 3 -774
436 218 -60
527 247 201
41 469 -285
725 263 -446
706 95 -156
144 428 -136
423 585 -566
729 358 -460
36 253 623
378 581 -447
298 750 134
448 397 76
719 156 -573
674 345 -320
427 487 -583
194 591 -375
516 794 -723
764 703 -923
522 190 -725
113 644 -879
735 279 938
282 254 725
588 206 40
577 302 -79
720 124 207
536 241 10
768 565 -364
743 547 278
582 255 -628
500 676 708
492 523 -714
528 242 -441
646 204 -4
116 403 -772
771 714 -578
613 328 -740
191 289 -115
394 532 723
797 443 -92
588 693 347
472 636 657
788 809 298
127 686 98
331 422 -125
488 645 415
89 69 -292
154 111 448
76 567 -251
437 663 -556
27 579 -512
330 810 327
2 473 -411
289 86 655
606 404 995
250 710 -501
466 171 -403
346 609 -159
787 717 -843
204 610 -487
76 166 -852
598 543 -210
217 381 555
373 494 122
74 754 -726
25 281 284
121 491 -460
112 308 -598
274 705 934
688 166 27
327 4 -424
502 211 -237
162 461 -366
235 14 -56
291 801 675
395 426 483
336 641 624
759 609 672
595 291 -660
508 67 469
168 225 386
69 327 -179
293 725 216
277 193 29
6 370 -596
461 93 -221
437 67 -262
508 162 -195
377 460 809
78 512 -417
544 623 -726
198 725 -620
89 70 -107
520 136 -529
516 338 129
121 519 344
241 719 83
494 544 -241
441 382 57
539 479 -641
540 672 232
353 625 -220
489 506 572
251 202 681
794 723 -467
425 140 313
478 532 -784
183 307 524
173 353 -724
702 262 -418
499 617 -829
633 545 -861
137 533 -949
806 470 -520
422 437 676
266 637 146
592 685 443
383 116 126
606 630 928
212 504 435
656 50 210
796 486 191
118 345 -695
639 581 -301
420 220 -172
512 427 -472
800 63 87
730 364 -364
229 785 -687
465 64 -797
794 462 -669
345 114 293
795 493 697
117 571 501
438 701 -965
727 678 433
539 239 549
553 110 -213
287 142 -858
556 115 -9
200 606 -546
448 349 -513
668 402 408
124 292 503
254 210 -968
358 566 -683
749 581 -884
524 666 -343
239 70 -776
788 676 855
516 216 532
252 162 155
2 742 -441
738 580 428
439 38 310
128 380 444
772 406 444
137 382 -360
530 760 280
711 250 -796
285 287 150
453 306 -445
13 608 -346
498 148 -682
684 527 -496
374 606 -457
643 370 -62
438 512 -642
51 441 43
680 547 -626
694 264 -750
331 27 508
807 190 54
544 204 296
600 237 437
612 632 827
36 76 397
471 666 -408
308 45 -699
771 670 362
555 222 221
403 283 459
309 746 795
618 97 375
378 735 -971
262 209 -475
255 513 209
681 470 755
81 549 401
629 136 -627
440 434 -613
338 100 532
793 306 -404
80 369 212
607 53 -656
125 627 -221
190 11 462
190 153 -404
704 504 321
636 306 740
257 406 -151
342 165 866
433 396 743
548 311 -515
605 42 -896
776 281 563
395 539 275
676 453 739
653 618 -645
644 121 312
431 43 934
566 425 411
390 33 -209
406 741 -865
155 244 -969
708 454 712
572 701 -747
739 711 -89
128 729 -610
419 719 -232
245 5 -119
640 532 -670
134 699 632
164 797 -616
672 186 965
380 625 439
446 756 708
239 616 516
276 162 -422
757 114 976
447 443 -330
102 725 -978
421 147 208
637 140 804
707 256 616
119 431 -274
426 29 87
382 117 146
245 494 21
768 206 732
526 503 83
138 404 624
666 549 678
253 697 -299
49 614 -381
537 207 330
64 564 176
683 212 -967
519 797 5
243 290 796
485 216 -282
53 214 -344
240 204 -568
546 315 241
342 379 -422
378 541 -446
731 16 -308
225 56 217
578 715 829
747 181 -248
734 55 -709
71 622 762
576 592 -500
187 590 84
565 769 713
544 654 -640
306 18 -648
45 157 779
364 767 -225
547 13 751
467 474 893
421 507 853
282 626 -961
142 20 548
799 158 -964
550 61 -725
717 675 -204
645 376 -821
767 249 696
140 608 -684
484 166 -91
529 114 -828
376 436 -748
41 634 829
158 43 635
448 746 901
456 303 172
114 556 88
331 668 -809
155 544 560
490 484 386
180 430 -606
160 30 -713
790 378 476
710 497 -119
349 755 685
517 690 -256
96 77 127
10 424 -241
665 297 935
183 397 515
40 58 -184
227 127 85
274 811 919
612 153 -146
807 248 52
612 366 798
397 238 -763
259 713 141
563 230 -41
808 113 -74
781 691 879
115 300 -23
451 774 -202
381 449 295
456 622 -162
450 146 -625
506 208 439
498 428 795
181 520 -119
284 272 709
319 803 -231
624 581 -979
435 798 -863
672 705 -866
25 585 800
703 586 -567
507 244 -398
86 194 667
809 681 74
586 219 -979
190 208 -519
795 706 933
353 366 610
596 128 -802
657 546 640
473 427 588
751 137 -98
510 262 610
602 204 65
97 763 -204
676 680 -339
192 427 -730
502 542 932
646 473 -1
12 302 809
130 734 610
558 697 323
668 580 557
562 741 539
563 254 559
427 343 549
206 773 -80
66 108 -340
366 142 -444
427 566 -741
203 365 698
190 160 542
70 358 -578
371 663 339
27 294 520
344 333 529
56 215 -670
661 514 -483
504 426 766
294 550 293
359 378 -557
704 727 786
161 669 -554
505 309 763
366 552 550
565 479 232
135 532 -159
224 112 -967
312 672 -459
23 486 -728
638 712 -832
90 257 -234
250 612 -922
705 219 117
386 588 169
295 284 663
213 261 -401
752 66 -699
625 501 -532
370 189 -774
462 636 626
612 11 874
679 81 562
305 70 -180
128 658 -994
568 641 84
428 345 263
424 554 -664
360 627 189
719 608 809
503 616 -288
197 326 693
367 263 -792
401 126 -13
289 727 -357
160 492 250
361 285 309
756 70 750
316 577 -232
430 579 651
571 798 -300
376 725 -823
75 33 769
612 98 -168
358 48 -763
518 648 -453
229 670 -368
680 435 385
410 721 -912
280 252 -632
172 179 -674
580 522 99
513 363 453
239 392 -252
24 360 -296
98 239 580
767 37 276
589 341 233
688 258 288
150 346 -767
433 134 778
130 601 -882
796 286 -2
309 223 -889
452 640 -552
674 445 21
787 767 -47
373 635 705
189 635 187
151 89 11
807 452 220
32 626 -596
400 353 -214
528 99 589
298 679 689
668 321 630
111 135 -907
384 82 -6
724 626 655
524 704 234
458 557 -719
258 774 -817
234 377 106
414 329 872
666 189 787
216 68 -189
51 756 -221
761 251 -7
232 538 666
272 716 274
6 152 167
199 582 93
635 96 -259
686 132 -664
102 395 -341
503 591 819
274 390 -64
493 349 -952
757 44 -116
5 629 305
381 227 -948
541 284 908
54 234 170
648 150 820
420 170 -853
473 707 667
35 345 -688
496 484 -952
590 504 -328
689 417 447
77 511 372
322 492 -424
423 456 -744
424 612 364
707 373 949
90 443 885
511 202 -887
280 602 183
501 305 597
133 189 -783
289 440 564
721 726 -889
533 343 -393
476 597 559
641 74 625
215 546 -513
43 1 671
539 268 -474
273 80 -342
458 340 719
644 643 -749
526 140 273
128 132 920
701 43 265
370 335 -897
319 464 -497
628 287 451
500 622 -201
739 79 -152
791 423 -699
448 122 754
157 692 -73
548 109 976
601 232 -441
115 361 392
736 402 878
225 615 -827
630 544 357
307 704 -109
694 632 400
796 334 345
271 562 -432
404 683 602
179 5 372
172 11 648
314 550 522
411 13 -302
308 463 -94
52 487 -282
327 398 617
11 538 203
629 366 -83
719 608 910
519 615 -584
682 43 484
473 797 443
722 525 -321
536 172 575
63 391 -632
463 664 -613
289 652 339
29 649 960
463 667 -651
592 10 -434
132 89 -172
119 599 -981
224 732 -228
723 755 -225
347 468 889
265 620 397
763 457 949
811 333 242
659 218 578
242 471 -313
27 212 -326
647 684 640
557 565 151
761 160 -470
9 692 -359
5 227 709
326 617 -522
401 102 875
156 735 -170
324 79 899
660 270 -331
747 278 506
425 351 -64
111 297 -133
752 351 482
808 15 -771
88 513 255
659 251 207
803 294 -663
595 357 -798
683 471 -775
747 117 -768
355 657 573
462 384 -257
332 60 19
615 433 997
332 290 -775
370 437 -683
607 53 -69
434 102 -617
265 283 225
594 602 -880
136 771 979
104 409 -304
702 140 366
75 438 -568
570 283 193
664 373 877
455 172 -224
613 189 14
630 226 -669
184 597 408
259 340 218
153 691 300
561 304 777
825 880
120 84 979
254 127 387
720 135 397
825 584 -69
214 110 769
274 809 -24
759 411 672
246 7 -192
469 429 152
47 283 167
290 278 -577
332 162 162
813 99 -691
681 317 45
100 459 169
92 374 -105
481 804 459
638 1 171
569 550 814
446 742 -795
79 230 -860
299 618 -122
614 534 -928
135 705 -999
537 595 -129
764 490 -485
412 526 788
603 608 -163
403 746 -240
193 158 -661
67 38 219
593 38 664
79 501 646
226 415 -994
128 158 857
495 165 131
267 166 -755
514 603 -939
621 486 -994
737 294 -470
442 567 330
448 773 -533
216 567 -601
739 707 -484
214 42 928
589 646 -117
712 268 570
302 573 518
276 722 -794
748 592 790
59 472 -525
276 225 550
671 535 305
722 165 975
722 757 -503
196 431 683
520 42 -478
706 528 528
501 9 393
231 115 -705
822 71 -542
679 101 -366
205 569 182
57 177 955
269 45 -142
372 548 -894
98 103 -207
371 112 -169
457 784 887
751 639 -381
663 34 -538
516 326 686
319 84 -860
132 737 -202
333 704 76
487 431 230
346 82 253
772 361 854
325 206 -7
419 329 15
365 461 -834
116 143 332
408 434 -134
318 337 827
687 91 -344
139 544 -935
199 698 93
273 25 -41
607 505 -283
404 288 6
749 408 539
154 820 -117
15 810 -737
399 275 -534
564 508 -319
779 144 -155
119 633 -478
194 331 -595
49 287 -605
51 663 -606
129 674 614
20 755 -534
504 686 -843
465 569 903
304 640 -86
263 685 -851
588 594 -44
601 322 263
601 544 -127
805 329 533
31 560 896
814 222 731
57 253 339
718 659 -692
428 778 -769
203 155 768
527 96 -409
370 269 623
300 759 552
303 737 89
733 43 -269
152 511 -881
310 584 -55
268 314 -670
744 84 -987
50 807 988
714 399 -547
73 436 559
823 520 -923
608 164 -269
364 54 -67
538 592 -462
736 216 75
48 729 -125
680 631 -9
805 26 -898
384 232 758
751 91 -526
786 749 -633
300 457 286
561 642 -967
661 530 -884
663 600 599
710 274 -447
718 452 56
462 518 531
115 320 -866
416 591 -882
286 772 -504
611 152 362
389 453 845
806 183 -144
144 449 -277
387 82 419
64 485 291
623 542 -516
725 594 649
564 314 -471
792 789 255
398 572 831
499 287 -28
374 210 -247
514 118 -133
586 230 718
465 707 -83
719 315 12
170 82 -789
252 747 463
530 264 -574
521 596 -61
460 269 698
601 802 -90
476 30 606
347 600 -906
495 375 -461
366 787 779
303 616 -557
122 527 -404
557 154 191
82 702 -51
289 490 -599
699 820 -445
293 152 82
369 429 454
578 168 -291
794 556 390
461 809 -226
494 11 177
554 119 149
197 784 -86
122 324 -798
793 697 840
475 765 801
67 128 766
815 34 490
218 601 -62
707 504 961
635 627 824
594 760 -424
127 391 -358
371 180 -906
729 198 542
14 679 -966
588 96 247
817 219 95
468 663 -851
392 96 -647
475 537 -717
653 632 578
204 392 -170
239 760 -17
375 679 -157
92 525 -287
492 273 591
293 145 956
167 142 576
89 693 -750
189 722 -318
224 306 157
811 17 388
201 638 755
695 52 21
194 434 -724
320 170 -433
96 619 977
721 418 -78
423 341 7
119 276 531
246 466 501
482 289 -585
241 128 461
747 180 313
175 532 -360
204 621 271
15 365 -516
450 156 865
772 224 719
506 13 -618
223 322 473
440 631 475
376 306 673
664 7 449
34 763 597
259 816 506
325 531 -717
315 21 310
110 681 639
480 51 275
448 697 -377
823 117 891
614 638 959
329 745 755
734 286 -982
303 673 -329
362 361 78
786 1 -576
806 586 -253
639 607 -225
421 162 303
622 677 264
331 723 -528
136 265 722
714 442 -616
121 645 -136
8 315 409
679 230 495
2 468 277
709 468 -872
23 632 -187
36 178 -870
662 717 971
693 528 -183
483 615 870
728 669 732
101 213 -458
639 650 272
534 275 -99
190 444 103
411 64 -592
34 562 358
623 611 -256
641 47 -767
391 225 -542
619 155 -42
194 809 234
209 51 758
171 320 -727
301 26 -191
742 493 64
626 249 756
140 156 150
507 540 689
611 629 272
384 685 654
516 415 107
543 146 201
291 590 348
380 80 593
240 770 222
514 686 -386
431 160 -290
332 270 640
405 280 773
123 192 965
759 706 71
285 53 -510
103 774 170
192 648 -664
431 464 -616
704 600 115
374 812 -234
361 277 -796
500 78 637
37 135 310
567 250 -244
235 729 788
403 407 -893
248 824 639
100 6 -171
343 676 -589
348 112 187
561 169 -883
88 480 -418
461 440 606
587 296 -673
59 684 -848
705 578 -943
19 199 -363
385 220 -587
776 381 68
670 799 148
311 36 -564
379 122 777
292 6 -410
285 175 154
288 631 -318
560 567 -287
172 299 -579
756 72 105
740 466 252
230 719 -445
263 461 49
48 126 97
613 813 -824
715 684 954
59 169 765
655 103 -610
488 728 992
703 253 -876
410 777 598
681 548 -141
492 496 -101
777 2 -521
487 570 988
617 508 401
522 591 355
777 799 345
445 7 398
443 271 -462
653 809 692
492 520 -594
427 571 -107
70 404 887
473 263 324
30 432 -620
27 296 -29
443 121 -674
64 91 -774
60 290 178
678 144 -718
199 55 -34
552 434 637
196 661 -461
3 84 -338
187 364 386
558 825 -599
467 440 -568
758 269 1
696 119 936
607 322 -237
744 551 510
130 200 -642
391 245 625
816 583 723
598 64 -595
489 647 225
722 155 -188
460 758 698
682 556 792
637 684 58
101 271 -463
358 588 21
770 543 -613
129 576 8
441 477 -857
727 456 -236
19 338 981
410 675 -966
297 209 576
105 79 824
757 396 -389
638 686 118
268 304 -297
699 19 42
402 32 -242
520 281 689
645 398 -787
282 432 -263
705 514 -247
680 91 694
470 34 815
266 685 -916
117 275 -186
614 50 -496
797 245 -265
263 643 -978
586 328 -804
603 368 -205
360 40 777
450 129 -512
520 544 7
134 219 543
699 431 30
514 745 -748
159 615 46
224 43 -884
796 419 619
35 616 996
241 59 364
486 711 676
676 457 947
28 261 682
46 648 345
131 414 646
84 196 -174
494 565 -51
631 780 777
219 572 916
577 546 -755
453 97 340
47 36 504
488 484 -763
651 187 988
610 469 -456
464 119 -528
175 565 -989
619 14 -601
22 55 -339
291 474 -836
96 675 -335
266 555 -594
772 615 283
263 471 21
433 92 -976
721 246 -541
237 106 -348
306 20 34
778 447 298
814 11 879
736 509 -163
153 640 353
594 328 203
489 551 293
430 714 -164
552 17 -128
184 421 -333
656 507 -803
673 222 396
430 482 -272
769 21 -229
552 570 852
56 722 -749
641 390 530
568 485 474
358 8 747
690 247 697
269 693 374
514 257 -40
663 344 -71
408 507 257
385 768 -714
106 29 -519
420 656 -549
407 82 732
230 753 -806
323 417 689
125 459 566
634 194 303
755 198 -996
219 646 262
731 710 369
641 705 -444
237 263 595
297 812 555
402 172 -303
707 246 913
580 290 571
762 533 919
255 772 492
379 267 -494
449 788 550
279 249 -100
429 451 -17
314 811 -306
53 477 490
674 147 -293
652 147 763
597 651 570
77 207 423
433 656 -808
584 812 921
438 574 294
74 518 -772
631 479 574
159 14 935
395 391 -855
423 58 -156
527 620 -392
355 429 508
766 495 482
711 223 553
40 544 683
373 298 567
266 244 -408
129 75 -784
664 144 -895
548 639 -410
176 720 966
670 485 -295
214 631 364
262 586 -989
188 275 -508
590 358 171
740 192 215
686 585 -40
497 109 725
86 477 -822
429 519 -693
575 689 -894
155 207 -618
78 522 218
668 211 885
771 234 701
382 806 646
473 250 -428
221 801 -852
300 252 -695
749 747 254
238 731 -548
95 23 168
113 177 286
561 809 893
305 200 -197
619 647 -68
164 283 -447
235 27 181
349 264 767
603 272 959
584 610 292
805 242 307
295 13 373
804 823 106
28 48 269
786 708 -707
664 637 -360
785 353 -617
159 299 -252
563 491 547
449 599 -403
574 198 -932
98 189 230
592 463 -37
475 606 710
590 696 -724
57 35 -690
564 594 -345
612 248 153
429 541 -177
320 544 98
70 294 -782
144 705 -46
132 736 403
554 436 610
510 417 272
226 517 -922
18 804 -989
581 195 829
281 698 -402
755 363 -316
210 475 -842
681 205 29
283 759 266
653 6 288
400 624 823
351 94 -857
776 339 -462
337 52 489
148 96 719
59 813 -254
567 381 775
815 57 343
811 634 838
476 214 -862
800 652 -369
421 260 -996
657 698 261
429 615 651
350 787 394
735 58 -593
652 265 -165
244 725 -828
103 24 -743
656 191 292
810 507 668
99 650 -337
805 779 -799
622 374 -830
63 821 756
240 13 -634
13 228 -205
683 493 789
761 485 -306
118 475 -425
35 465 -575
265 165 985
218 270 -508
570 702 -218
242 477 -720
562 483 -146
792 31 -354
524 476 -632
655 18 -966
658 127 -470
643 122 939
341 532 -135
680 578 -845
91 823 67
309 438 420
216 379 779
117 505 181
140 166 495
116 59 -973
285 817 -323
200 350 -678
798 187 852
114 394 -992
596 71 -684
388 573 -528
247 100 -424
299 734 662
221 182 703
124 653 -427
745 196 327
109 62 -234
267 735 -735
758 120 970
18 491 -204
211 63 -173
128 660 39
410 579 -809
810 705 -681
162 592 -219
396 375 -859
384 164 203
309 449 -488
185 378 602
97 41 447
618 173 -337
715 680 -813
807 496 125
583 646 -994
25 356 -698
806 80 140
218 593 -603
600 647 -502
293 620 12
459 804 -956
51 775 592
84 238 -721
94 102 -200
467 338 811
67 490 463
223 22 -61
45 584 -884
439 442 -947
177 501 -549
74 598 -238
215 561 159
289 715 447
97 620 -214
607 801 -942
342 310 239
612 39 -177
37 662 190
206 356 454
170 27 -318
16 803 677
590 26 -210
